eng_id	english	toki_id	toki_pona
8529628	Do you think you'll get arrested?	12532485	sina pilin ala pilin e ni: jan lawa li lanpan e sina?
8529632	Do you think that they'll arrest you?	12532485	sina pilin ala pilin e ni: jan lawa li lanpan e sina?
8529633	Do you think they'll arrest you?	12532485	sina pilin ala pilin e ni: jan lawa li lanpan e sina?
6046791	Computers are amazing devices.	12537963	ilo sona li ilo epiku.
24678	What was stolen?	12553116	seme li kama lanpan?
3354909	You're lying to me again.	12558833	sina toki e ijo powe.
1764716	I am gay.	12561814	mi mijomi.
998832	I am lesbian.	12561816	mi melome.
12391128	It's not a lie.	12568446	ni li toki powe ala.
12634357	"If God created everything, who or what created God? ""Mushrooms did."""	12636757	"sewi li pali e ali la seme li pali e sewi? - ""soko."""
11595649	You're high on your own supply.	12776271	sina kama pilin e ni: toki powe sina li lon.
12785402	You're going to the pharmacy.	12786471	sina tawa tomo misikeke.
12785402	You're going to the pharmacy.	12786470	sina mute li tawa tomo misikeke.
12785402	You're going to the pharmacy.	12786468	ona mute li tawa tomo misikeke.
12785401	They're going to the pharmacy.	12786468	ona mute li tawa tomo misikeke.
12788498	You went to the pharmacy.	12786471	sina tawa tomo misikeke.
12788499	You guys went to the pharmacy.	12786470	sina mute li tawa tomo misikeke.
12788500	They went to the pharmacy.	12786468	ona mute li tawa tomo misikeke.
9306105	He sat stuck between a rowdy elderly couple on the aeroplane.	12807626	lon waso ilo la ona li lon insa pi jan majuna tu olin ni: ona li toki mute a.
12817028	The Toki Pona Dictionary has all the Toki Pona words.	12816894	ku li jo e nimi ale pi toki pona.
12817029	Now I want to eat yummy food.	12817010	tenpo ni la mi wile moku e moku jami.
12608041	People eat dead mushrooms, but mushrooms also eat dead people.	12819438	jan li moku e soko moli. taso soko kin li moku e jan moli.
12829661	The best place is one where everyone speaks Toki Pona.	12817013	jan ale li kokosila ala lon ma pona.
12829676	I looked it up in the Toki Pona Dictionary.	12783993	mi ku.
8579317	That's transphobic.	12856059	ni li pana e ike tawa jan tonsi.
12867268	Politicians are weaselly.	12869082	jan lawa li powe.
12868980	Politicians are insincere.	12869082	jan lawa li powe.
1357455	I hear voices in my head.	12883056	mi kute e kalama uta powe.
1357455	I hear voices in my head.	12883058	mi kute e kalama jan powe.
3308660	"You hear voices in your head? ""Yes, demonic voices."""	12883170	"sina kute e kalama uta powe anu seme? ""kute. ona li kalama uta monsuta."""
12878284	I was diagnosed as schizophrenic.	12884589	jan pi pona lawa li toki e ni: mi pilin pi nasin ala li pilin wawa e ijo powe li kute e ijo powe.
12873425	Go see the shaman.	12884632	o tawa jan misikeke kon.
12878283	I've been diagnosed as schizophrenic.	12884589	jan pi pona lawa li toki e ni: mi pilin pi nasin ala li pilin wawa e ijo powe li kute e ijo powe.
12884660	The psychiatrist diagnosed me with schizophrenia.	12884589	jan pi pona lawa li toki e ni: mi pilin pi nasin ala li pilin wawa e ijo powe li kute e ijo powe.
12884661	I was diagnosed with schizophrenia.	12884589	jan pi pona lawa li toki e ni: mi pilin pi nasin ala li pilin wawa e ijo powe li kute e ijo powe.
12884662	I've been diagnosed with schizophrenia.	12884589	jan pi pona lawa li toki e ni: mi pilin pi nasin ala li pilin wawa e ijo powe li kute e ijo powe.
12896098	"I can't believe this camera still works. ""How old is it?"" ""40 years old."" ""That's why it still works."""	12896110	"ilo oko ni li awen pona tan seme!? ""ona li majuna anu seme?"" ""majuna."" ""ona li awen pona tan ni."""
9867383	Distance yourself from a falsehood.	12900304	o tawa weka tan toki powe.
11129959	Distance yourself from false matters.	12900304	o tawa weka tan toki powe.
12389754	We’re all far right, now.	12925598	tenpo ni la mi ali li jan pi nasin majuna nasa.
11857053	Only people on the far right do this.	12925599	jan pi nasin majuna nasa taso li pali e ni.
11521576	Capitalists are right-wing.	12925601	jan pi nasin mani li jan pi nasin majuna.
11736129	He was extreme right-wing.	12925602	ona li jan pi nasin majuna nasa.
1901706	I have a right wing neighbor.	12925603	mi jo e jan poka pi nasin majuna.
3444818	She's a right-wing nutjob.	12925604	ona li jan nasa pi nasin majuna.
11329083	It's a right-wing party.	12925605	ona li kulupu jan pi nasin majuna.
10719760	Every right-wing accusation is a confession.	12925608	jan pi nasin majuna li toki e ni: jan ante li pali e ike la jan pi nasin majuna li pali e ike ni.
5903902	The far left and far right are more alike than you'd think.	12925619	sina pilin e ni: jan pi nasin sin nasa en jan pi nasin majuna nasa li ante mute. taso ona li ante lili.
12827414	All my partners are trans like me.	12944302	jan olin mi ali li jan tonsi sama mi.
298525	He thinks himself a great poet.	12951654	ona li pilin e ni: ona sama li jan epiku pi toki musi.
1313201	He thinks that he is a great poet.	12951654	ona li pilin e ni: ona sama li jan epiku pi toki musi.
12945853	There are only three ways you can live: begging, stealing, or producing something.	12960535	jan li ken awen lon kepeken nasin tu wan ni taso: toki wile, lanpan, anu pali ijo.
12945721	I'll be arriving at four o'clock.	12960548	meso pi tenpo suno la tenpo kalama tu tu li kama la mi kama.
12967673	Cool earings!	12973577	sike kute epiku a!
9475808	We have nothing more to teach you, said the mushrooms.	12985510	"soko mute li toki e ni: ""mi mute li ken pana sona e ala sin tawa sina."""
10118263	I'm trans.	9815463	mi tonsi.
11561740	Mastery is the best goal because the rich can't buy it, the impatient can't rush it, the privileged can't inherit it, and nobody can steal it. You can only earn it through hard work. Mastery is the ultimate status.	12988861	sona pali li wile pi pona ale tan ni: jan mani li ken ala esun e ona. jan pi awen ala li ken ala kama jo e ona kepeken tenpo lili. jan pi pali lili li ken ala kama jo e ona tan mama. jan ala li ken lanpan e ona. jan li kama jo e ona kepeken pali taso. sona pali li nimi pi suli ale.
12987663	In the middle of the pizza, there was a pea.	12990636	kili lili loje li lon meso pan.
968086	If you scale the image up it might pixelate.	13027382	sina suli e sitelen la ona li ken kama leko.
13039550	You wrote a novel.	13044173	sina sitelen e lipu pi powe musi.
13045169	The truth is that I'm lying.	13045233	lon la mi toki powe.
9442134	He's at a conference.	13047124	oni li lon kulupu toki.
9184037	Bend your elbows at 90 degrees.	13048870	o sama leko e luka sina.
13048872	Bend your elbows at right angles.	13048870	o sama leko e luka sina.
11051257	Gay and trans people exist and are a part of the world and of our communities, so children should learn about their existence the same way they learn about the rest of the world.	13072448	jan lili ale li wile sona e ni: mije pi olin mije en meli pi olin meli en jan tonsi li lon e kulupu ma ale.
13079866	The restaurant is enchanted.	13073001	jan li usawi e tomo moku.
11926908	He's folding the washing.	13080059	ona li leko e len.
8549758	You can fold these towels so easily.	13080076	sina ken leko e len ni kepeken pali lili a.
13096810	I'm going to be old some day, too.	13102896	tenpo kama la mi kin li majuna.
13108232	"Oh, you're a linguist? How many languages do you speak? ""That's not what that means... Ugh, fine, a hundred."" ""Whoa..."""	13108233	"a, sina jan pi sona toki anu seme? sina sona e toki pi mute seme? ""ni li kon wile mi ala... n, toki mute mute a."" ""wawa..."""
13042839	All reactionaries are paper tigers.	13118896	jan ali pi nasin majuna majuna li wawa powe.
3525534	Is there a hospital nearby?	13137731	tomo misikeke li lon ala lon poka?
13137682	Hmm?	13138774	n?
12823115	Hm?	13138774	n?
12632788	Do raccoons hibernate?	13141789	kijetesantakalu li lape suli ala lape suli?
10973571	Raccoons are mammals as well.	13141795	kijetesantakalu li soweli linja kin.
13141797	I think albino raccoons look strange.	13141796	mi la kijetesantakalu pi selo walo li nasa tawa lukin.
9204047	We don't usually see raccoons in this area.	13142342	tenpo mute la mi lukin ala e kijetesantakalu lon.
8346008	A raccoon is looking at me from the porch.	13142355	supa selo tomo la kijetesantakalu li lukin tawa mi.
13142372	Is the animal a kinkajou or a raccoon?	13142382	soweli li kijetesantakalu anu kijetesantakalu?
11179137	You rock.	10244648	sina epiku.
13150663	You rule.	10244648	sina epiku.
1129660	You're the man.	10244648	sina epiku.
13150669	You're the shit.	10244648	sina epiku.
13100824	My boyfriend is trans.	13129743	mije olin mi li tonsi.
5729593	Will raccoons hurt my chickens?	13193707	kijetesantakalu li pakala ala pakala e waso mi?
5657591	I wonder what raccoons eat.	13193708	mi wile sona e ni: kijetesantakalu li moku e seme?
11673610	A raccoon was in the shed.	13193711	kijetesantakalu li lon tomo ilo.
12371708	The raccoon is very cunning.	13193717	kijetesantakalu li sona wawa mute.
2463266	Umm, I have a request...	13209725	n... mi wile e ijo.
9927984	"I make a habit of saying ""Umm"" and ""Uhh"" a lot."	13209726	mi toki mute e nimi n.
6581109	Hmm.	13209727	n.
5355041	Hmm, maybe!	13209730	n... ken la!
4850095	Hmm!! This is good!	13209731	n!! ni li pona!
3448878	Hmm, what's this?	13209732	n... ni li seme?
1103072	Hmm, that's fixable.	13209735	n... ni li ken kama pona.
9806072	Hm, maybe!	13209730	n... ken la!
879076	Err...	10184666	n...
2887782	You... You have a nose... err... a very big nose.	13211090	sina... sina jo e nena... n... sina jo e nena pi suli mute.
13151240	I love to smell mushrooms.	13212927	pilin nena soko li pona tawa mi.
6714881	Bye-bye!	12057701	omekapo!
12977830	Ciao!	12057701	omekapo!
13226139	I'm a normal person.	13228262	mi jan meso.
13238121	God is fake.	13238122	sewi li powe.
13238123	The sky is fake.	13238122	sewi li powe.
13243440	The top is false.	13238122	sewi li powe.
12249906	"Well, where are you going so suddenly? ""To the bathroom."""	13245612	"n, sina tawa seme lon tenpo lili? ""tawa tomo telo."""
10152299	You're a great employee.	13115769	sina jan pali epiku.
13251457	Name three false gods.	12767152	o toki e nimi pi sewi powe tu wan.
11350407	We had some excellent ramen.	13254602	mi mute li moku e pan epiku.
11350407	We had some excellent ramen.	13254603	mi tu li moku e pan epiku.
10145713	That's not a lie.	12568446	ni li toki powe ala.
13259724	This drink isn't yummy.	13226418	telo ni li jami ala.
11697877	Why is 420 the number of weed?	13261751	tan seme la nanpa 420 li nanpa pi kasi nasa mute?
680746	What's the best drug for that cancer?	13263710	seme li misikeke pi pona nanpa wan tawa ike sijelo ni?
12085253	Cops lie.	13264507	jan lawa li toki powe.
13079866	The restaurant is enchanted.	13269164	tomo moku ni li usawi.
326452	An old man lay dead on the road.	13287420	mije majuna li awen moli lon nasin.
13288686	Drugs are very dangerous!	12783924	misikeke nasa li ike mute a!
13284033	Conquest is a form of theft.	13294398	lanpan ma li lanpan.
11565974	Huh. I wonder who that's for.	13309270	n... mi wile sona e ni: ni li tawa jan seme?
13088735	What is normal?	13319015	meso li seme?
13300418	He has somewhat antiquated ideas about education.	13320508	ona li jo e pilin pi majuna lili lon pana sona.
13320655	The richest ones are the oldest ones.	13321622	jan pi mani nanpa wan li jan pi majuna nanpa wan.
13320616	This tree is older than that tree.	13321662	kasi suli ni li majuna mute. kasi suli ni li majuna lili.
11937844	Space is fake.	13323398	sewi pimeja li powe.
5933822	I'm a hypocrite.	13325051	mi jan pona powe.
13324706	Stole? I never said she stole my money.	13337003	lanpan? mi toki ala e ni: ona li lanpan e mani mi.
13324698	I never said the money she stole was mine.	13337006	ona li lanpan e mani. mi toki ala e ni: ona li lanpan e mani mi.
13323550	It got warm at noon.	13337013	meso suno la kon li kama seli lili.
8173702	He's looking at himself in the mirror.	13360298	ona li lukin ona sama lon jasima.
429220	Good luck!	12057701	omekapo!
13366538	I interacted with the Toki Pona Dictionary.	12783993	mi ku.
13366540	I’m so-so.	11662411	mi meso.
1022461	I'm gay.	12561814	mi mijomi.
13219519	I don't like mirrors.	13369037	jasima li pona ala tawa mi.
10079324	"How do you pronounce ""pfirsichbaeumchen""?"	13375842	"nasin seme la jan li toki e nimi ""pfirsichbaeumchen""?"
13384504	Draw a smaller square.	13384518	o sitelen e leko lili.
13384413	Our old house was pulled down.	13384557	tomo majuna mi li weka.
10593236	The government is lying.	13393697	kulupu lawa li toki powe.
10593235	The government lies.	13393697	kulupu lawa li toki powe.
7770219	It was an epic fail.	13398255	ona li pakala epiku.
1841215	This is an epic fail.	13398257	ni li pakala epiku.
7770219	It was an epic fail.	13398258	ona li kama anpa epiku.
1841215	This is an epic fail.	13398259	ni li kama anpa epiku.
8902763	I'd never seen a raccoon before.	13401910	tenpo pini ala la mi lukin e kijetesantakalu.
5794059	Raccoons have no recording instruments.	13401953	kijetesantakalu li jo ala e ilo pi sitelen awen.
10794436	"Can you take me to the store? ""What about your bike?"" ""Somebody stole it."""	12859996	"sina ken ala ken tawa e mi tawa esun? ""ilo tawa sina li lon seme?"" ""jan li lanpan e ni."""
13399926	What's black magic?	13412577	usawi ike li seme?
13424412	This is a mirror.	11047913	ni li ilo jasima.
12950821	Science is magic that works.	13436495	nasin sona li usawi. taso usawi ni li pali e ijo.
10570522	You're too normal.	13438741	sina meso ike.
10728508	Raccoons are people too!	13451494	sama la kijetesantakalu li jan a!
12729377	One of us is a spy.	13452211	jan wan lon mi mute li jan powe.
7925306	Today is the twenty-seventh of March.	13457152	tenpo suno ni li tenpo suno nanpa 27 pi tenpo mun nanpa tu wan.
2909209	Today's March 27th.	13457152	tenpo suno ni li tenpo suno nanpa 27 pi tenpo mun nanpa tu wan.
10332922	The 30th of September is an International Translation Day.	13458015	tenpo suno nanpa 30 pi tenpo mun nanpa luka tu tu li tenpo suno pi jan pi ante toki tawa ma ale.
13450735	He's such a liar!	13460267	ona li toki powe mute a!
13446304	She told him a lot of lies.	13460435	ona li toki powe mute tawa ona.
8427800	What kind of mushroom is it?	10647823	soko ni li seme?
9464637	This is a hedgehog.	13463603	ni li soweli kiki.
12180581	One, two, three…	12180580	wan, tu, tu wan…
8462226	I could stand in the middle of Fifth Avenue and shoot somebody, and I wouldn't lose any voters.	13490260	mi moli e jan lon meso nasin la jan ala li pini wile e ni: mi lawa.
13457153	Smart people don’t like me, you know?	13490262	n, mi pona ala tawa jan sona.
13491002	This is why internet was invented.	13491199	linluwi ale li kama lon tan ni.
13483394	The white house is old.	13495074	tomo walo li majuna.
13279630	The dictator took power in a fraudulent election.	13498131	jan lawa pi ken ali li kama lawa tan wile powe.
13505655	You're playing dead!	13509632	sina moli powe!
3168878	Please write me at name@email.com.	13519793	"o sitelen e toki tawa mi lon poki ""name@email.com""."
516745	Goodbye!	12057701	omekapo!
13522550	My sibling has an animal.	3938433	pata mi li jo e soweli.
12362268	Sorry, what?	11661982	n, seme?
13531629	I'm achillean.	12561814	mi mijomi.
13512638	I bought a kitten	13531635	mi esun e kisa lili.
10658778	Cats meow.	13533000	kisa li mu.
13112859	Are cats people?	13533003	kisa li jan anu seme?
13561948	It is spiky.	11394256	ona li kiki.
13563386	I'm sotally tober.	13564688	mi nala asa a!
12785434	The house is old.	13561931	tomo li majuna.
12275096	"My dictionary doesn't contain the word surrender. ""Is it the Toki Pona Dictionary? I hate that."""	13566138	"lipu nimi mi li jo ala e nimi 'surrender'. ""ona li lipu ku anu seme? ni li ike tawa mi."""
13540821	Normal is boring.	13566847	meso li musi ala.
13540327	We have to separate falsehood from truth.	13566850	mi mute li wile weka e powe tan lon.
13540327	We have to separate falsehood from truth.	13566852	mi mute li wile ante e powe tan lon.
13540327	We have to separate falsehood from truth.	13566855	mi mute li wile kipisi e powe tan lon.
13552475	I'm not the one who's lying; you are.	13566848	mi toki powe ala. sina toki powe.
13561805	The old portrait showed a dour man with eyes that seemed to judge everyone.	13572055	sitelen majuna li pana lukin e mije pi musi ala. oko pi mije ni li lukin sama ni: ona li lukin e ike lon jan ali.
13558188	I know you don't have the money—don't bullshit me!	13572083	mi sona e ni: sina jo ala e mani pi mute ni. o toki powe ala tawa mi.
12934739	He took the rest of the money from the bank.	13574162	ona li lanpan e mani ale tan tomo mani.
12993578	It's not a female cat; it's a tom.	13574169	kisa ni li meli ala. ona li mije.
971633	Do you get the impression that all of our politicians are too old?	13574563	sina pilin ala pilin e ni: jan lawa mi ale li majuna suli li ken ala lawa pona.
67041	Is that a cat or a dog?	13574590	ni li kisa anu soweli anu seme?
40237	Is it true that chicken soup will cure a cold?	13576529	ni li lon ala lon: telo pi leko waso li ken misikeke e pilin ike.
13576563	The Toki Pona Dictionary is the second book.	13522539	ku li lipu nanpa tu.
13576569	Toki Pona: The Language of Good and the Toki Pona Dictionary are books on Toki Pona.	12631831	pu en ku li lipu pi toki pona.
13576579	When the Toki Pona Dictionary was published, it made multiple new words common.	13576574	lipu ku li kama lon la ona li suli e nimi sin mute.
6146076	The kittens play with the children.	13577311	kisa lili en jan lili li musi.
12164354	Are you still taking your meds?	13578925	sina awen ala awen moku e misikeke sina?
13579634	It's wizardry.	13579756	ona li usawi.
13576539	This is pareve.	13579768	ni li jo ala e leko soweli e telo mama.
13566125	Take a pineapple.	13579773	o lanpan e kili jelo kipisi.
13580143	The meaning of many sentences can change depending on the context.	13584199	kon pi linja nimi mute li ken ante lon waleja ante.
13579640	I found some mushrooms.	13584236	mi kama jo e soko.
11265756	When you see it, you'll shit bricks.	13584736	sina lukin e ona la sina pana e leko tan monsi.
1658008	He didn't get caught.	13585981	ona li kama lanpan ala.
3349175	You're a mean old woman.	13586098	sina meli majuna ike.
1476752	Should I take this medicine?	13586249	mi o moku ala moku e misikeke ni?
320717	My mother is in the hospital now.	13586953	mama mi li lon tomo misikeke lon tenpo ni.
1338503	In is a preposition.	13587769	"nimi ""in"" li nimi linja."
